YearBuilt,YearRemodeled,Condition,FinSqFt,Cooling,FP_Open,Bedroom,FullBath,HalfBath,TotalRooms,LotSize,LandValue,ImprovementsValue,TotalValue,LastSalePrice,LastSaleDate,ESDistrict,MSDistrict,HSDistrict,CensusTract,Age,Remodeled,FP
1900,NA,Average,1037,No Central Air,0,2,1,0,4,0.47,175200,113800,289000,0,05/13/2016,Crozet,Henley,Western Albemarle,111,122,0,0
1920,NA,Average,1374,No Central Air,0,3,1,0,6,0.698,206400,132700,339100,0,01/02/2019,Crozet,Henley,Western Albemarle,111,102,0,0
1900,NA,Average,2354,No Central Air,0,4,2,1,7,0.3,85400,193900,279300,0,01/12/2015,Crozet,Henley,Western Albemarle,111,122,0,0
1956,NA,Average,1106,Central Air,1,3,1,0,6,0.345,128000,147300,275300,75000,10/31/2000,Crozet,Henley,Western Albemarle,111,66,0,1
1956,NA,Average,1131,Central Air,1,3,1,0,5,0.398,136000,145400,281400,0,02/05/2008,Crozet,Henley,Western Albemarle,111,66,0,1
1970,NA,Average,1276,Central Air,1,3,2,0,6,0.435,142000,169900,311900,0,02/20/2015,Crozet,Henley,Western Albemarle,111,52,0,1
2006,NA,Average,1104,Central Air,0,2,2,0,5,0.25,112000,157100,269100,10500,08/07/2006,Crozet,Henley,Western Albemarle,111,16,0,0
1953,NA,Average,1103,Central Air,1,2,1,0,5,0.2671,116000,150600,266600,216000,05/05/2008,Crozet,Henley,Western Albemarle,111,69,0,1
1955,NA,Average,1286,Central Air,1,3,1,0,5,0.2588,114000,158500,272500,85000,02/28/1996,Crozet,Henley,Western Albemarle,111,67,0,1
1956,NA,Average,1458,Central Air,0,3,1,0,6,0.4977,150000,163800,313800,0,12/30/1899,Crozet,Henley,Western Albemarle,111,66,0,0
1956,NA,Average,1162,Central Air,1,3,1,0,6,0.4004,136000,150500,286500,0,04/23/2015,Crozet,Henley,Western Albemarle,111,66,0,1
1955,2005,Good,1292,Central Air,1,3,2,0,5,0.4144,138000,202600,340600,259500,03/29/2006,Crozet,Henley,Western Albemarle,111,67,1,1
1989,NA,Average,960,Central Air,0,3,1,0,5,0.3288,126000,130600,256600,85000,08/12/1998,Crozet,Henley,Western Albemarle,111,33,0,0
1989,NA,Average,1156,Central Air,0,3,2,0,6,0.3271,126000,174800,300800,0,09/10/2021,Crozet,Henley,Western Albemarle,111,33,0,0
1989,NA,Average,1182,Central Air,0,3,2,0,6,0.326,126000,176500,302500,83500,01/19/1990,Crozet,Henley,Western Albemarle,111,33,0,0
2016,NA,Average,1780,Central Air,0,3,2,1,6,0.3271,126000,284100,410100,365000,10/27/2016,Crozet,Henley,Western Albemarle,111,6,0,0
1966,NA,Fair,1376,Central Air,0,3,1,1,6,0.3271,126000,121200,247200,70000,04/24/2015,Crozet,Henley,Western Albemarle,111,56,0,0
1988,NA,Average,2076,Central Air,0,3,2,0,6,0.595,162000,207700,369700,192250,03/04/2003,Crozet,Henley,Western Albemarle,111,34,0,0
1992,2019,Excellent,1296,Central Air,0,3,2,0,7,0.4342,142000,184400,326400,315000,10/21/2020,Crozet,Henley,Western Albemarle,111,30,1,0
1989,2019,Excellent,1357,Central Air,0,2,1,0,4,0.4043,138000,176300,314300,294900,03/06/2020,Crozet,Henley,Western Albemarle,111,33,1,0
1969,NA,Average,1189,No Central Air,0,3,1,0,5,0.3008,122000,161100,283100,89900,10/29/1997,Crozet,Henley,Western Albemarle,111,53,0,0
1971,NA,Average,1120,Central Air,0,3,1,0,5,0.3213,124000,157400,281400,0,12/30/1899,Crozet,Henley,Western Albemarle,111,51,0,0
1952,NA,Average,1425,No Central Air,1,3,2,0,6,1,200000,162700,362700,115000,12/15/1998,Crozet,Henley,Western Albemarle,111,70,0,1
1997,NA,Average,2228,Central Air,1,4,3,1,7,0.501,150000,294300,444300,249500,04/01/2004,Crozet,Henley,Western Albemarle,111,25,0,1
1995,NA,Average,1500,Central Air,1,3,2,0,6,0.5,150000,267100,417100,250000,07/29/2004,Crozet,Henley,Western Albemarle,111,27,0,1
1995,NA,Average,1344,Central Air,1,3,2,1,6,0.507,150000,203800,353800,340000,05/10/2021,Crozet,Henley,Western Albemarle,111,27,0,1
1996,NA,Average,2030,Central Air,2,4,3,1,9,0.751,178000,310600,488600,352000,09/29/2004,Crozet,Henley,Western Albemarle,111,26,0,1
1996,NA,Average,1500,Central Air,1,4,2,0,7,0.532,154000,290200,444200,0,11/08/2017,Crozet,Henley,Western Albemarle,111,26,0,1
1997,NA,Average,1744,Central Air,1,4,3,2,7,0.521,152000,272600,424600,0,10/02/2017,Crozet,Henley,Western Albemarle,111,25,0,1
1996,NA,Average,1932,Central Air,1,3,2,1,6,0.51,152000,257100,409100,189000,10/24/2002,Crozet,Henley,Western Albemarle,111,26,0,1
1997,NA,Average,1560,Central Air,1,3,2,1,6,0.554,156000,220800,376800,218500,12/15/2008,Crozet,Henley,Western Albemarle,111,25,0,1
1994,NA,Average,2067,Central Air,1,3,2,1,6,0.501,150000,264600,414600,281000,08/28/2015,Crozet,Henley,Western Albemarle,111,28,0,1
1996,NA,Average,1344,Central Air,1,3,3,1,6,0.597,162000,213300,375300,310000,08/25/2005,Crozet,Henley,Western Albemarle,111,26,0,1
2020,NA,Average,2337,Central Air,0,3,3,1,7,0.063,82500,305300,387800,402221,09/01/2021,Crozet,Henley,Western Albemarle,111,2,0,0
2020,NA,Average,2327,Central Air,0,4,3,1,7,0.049,75000,304300,379300,339930,10/15/2020,Crozet,Henley,Western Albemarle,111,2,0,0
2020,NA,Average,2103,Central Air,0,3,3,1,7,0.051,75000,272800,347800,319640,08/19/2020,Crozet,Henley,Western Albemarle,111,2,0,0
2020,NA,Average,2327,Central Air,0,3,3,1,8,0.051,75000,298300,373300,340000,08/31/2020,Crozet,Henley,Western Albemarle,111,2,0,0
2020,NA,Average,2113,Central Air,0,3,3,1,6,0.074,82500,278500,361000,331000,09/23/2020,Crozet,Henley,Western Albemarle,111,2,0,0
2020,NA,Average,2103,Central Air,0,3,2,2,7,0.07,82500,276600,359100,362132,06/25/2020,Crozet,Henley,Western Albemarle,111,2,0,0
2020,NA,Average,2337,Central Air,0,3,3,1,7,0.053,75000,300000,375000,355000,10/28/2020,Crozet,Henley,Western Albemarle,111,2,0,0
2020,NA,Average,2103,Central Air,0,4,3,1,6,0.051,75000,272800,347800,320000,08/28/2020,Crozet,Henley,Western Albemarle,111,2,0,0
2020,NA,Average,2327,Central Air,0,4,3,1,7,0.064,82500,303600,386100,379878,06/26/2020,Crozet,Henley,Western Albemarle,111,2,0,0
2020,NA,Average,2113,Central Air,0,3,3,1,6,0.063,82500,278500,361000,329960,10/07/2020,Crozet,Henley,Western Albemarle,111,2,0,0
2020,NA,Average,2103,Central Air,0,4,3,1,6,0.047,75000,272800,347800,330000,12/18/2020,Crozet,Henley,Western Albemarle,111,2,0,0
2020,NA,Average,2103,Central Air,0,3,3,1,6,0.047,75000,272800,347800,322045,09/18/2020,Crozet,Henley,Western Albemarle,111,2,0,0
2020,NA,Average,2337,Central Air,1,4,3,1,7,0.075,82500,306200,388700,380000,09/18/2020,Crozet,Henley,Western Albemarle,111,2,0,1
2021,NA,Average,2103,Central Air,0,3,2,2,7,0.063,82500,276700,359200,345653,04/14/2021,Crozet,Henley,Western Albemarle,111,1,0,0
2021,NA,Average,2327,Central Air,0,3,2,2,7,0.059,82500,302500,385000,388306,03/31/2021,Crozet,Henley,Western Albemarle,111,1,0,0
2021,NA,Average,2337,Central Air,0,3,3,1,7,0.057,82500,305300,387800,400313,06/24/2021,Crozet,Henley,Western Albemarle,111,1,0,0
2021,NA,Average,2103,Central Air,0,3,3,1,7,0.046,75000,273500,348500,319191,06/25/2021,Crozet,Henley,Western Albemarle,111,1,0,0
2021,NA,Average,2337,Central Air,0,3,3,1,7,0.045,75000,300000,375000,376830,07/02/2021,Crozet,Henley,Western Albemarle,111,1,0,0
2021,NA,Average,2327,Central Air,0,3,3,1,8,0.061,82500,304300,386800,389502,07/13/2021,Crozet,Henley,Western Albemarle,111,1,0,0
2021,NA,Average,2327,Central Air,0,3,3,1,8,0.06,82500,304300,386800,401440,08/16/2021,Crozet,Henley,Western Albemarle,111,1,0,0
2021,NA,Average,2103,Central Air,0,3,2,1,7,0.043,75000,268300,343300,350442,08/10/2021,Crozet,Henley,Western Albemarle,111,1,0,0
2021,NA,Average,2337,Central Air,0,3,3,1,7,0.061,82500,305300,387800,394455,08/05/2021,Crozet,Henley,Western Albemarle,111,1,0,0
2021,NA,Average,2337,Central Air,0,3,3,1,7,0.088,82500,302200,384700,373640,07/14/2021,Crozet,Henley,Western Albemarle,111,1,0,0
2021,NA,Average,2327,Central Air,0,3,3,1,6,0.044,75000,298300,373300,366066,07/23/2021,Crozet,Henley,Western Albemarle,111,1,0,0
2021,NA,Average,2103,Central Air,0,3,2,1,7,0.044,75000,268400,343400,314981,07/28/2021,Crozet,Henley,Western Albemarle,111,1,0,0
2021,NA,Average,2327,Central Air,0,3,3,1,7,0.068,82500,304300,386800,390831,08/13/2021,Crozet,Henley,Western Albemarle,111,1,0,0
2021,NA,Average,2113,Central Air,0,3,2,2,6,0.056,82500,276800,359300,362300,08/27/2021,Crozet,Henley,Western Albemarle,111,1,0,0
2021,NA,Average,2327,Central Air,0,3,3,1,7,0.043,75000,299000,374000,368670,08/25/2021,Crozet,Henley,Western Albemarle,111,1,0,0
2021,NA,Average,2327,Central Air,0,3,2,1,7,0.045,75000,293800,368800,370626,08/25/2021,Crozet,Henley,Western Albemarle,111,1,0,0
2021,NA,Average,2327,Central Air,0,4,3,1,7,0.064,82500,303600,386100,407586,12/08/2021,Crozet,Henley,Western Albemarle,111,1,0,0
2020,NA,Average,2337,Central Air,0,3,3,1,7,0.055,82500,305300,387800,389100,12/07/2020,Crozet,Henley,Western Albemarle,111,2,0,0
2020,NA,Average,2327,Central Air,0,4,3,1,7,0.043,75000,299000,374000,363500,11/06/2020,Crozet,Henley,Western Albemarle,111,2,0,0
2020,NA,Average,2103,Central Air,0,3,3,1,7,0.04,75000,273500,348500,328535,12/02/2020,Crozet,Henley,Western Albemarle,111,2,0,0
2020,NA,Average,2327,Central Air,0,3,3,1,8,0.04,75000,298300,373300,369900,03/19/2021,Crozet,Henley,Western Albemarle,111,2,0,0
2020,NA,Average,2113,Central Air,0,3,2,1,7,0.064,82500,273400,355900,349800,03/26/2021,Crozet,Henley,Western Albemarle,111,2,0,0
2021,NA,Average,2103,Central Air,0,3,2,2,7,0.067,82500,275900,358400,349855,04/28/2021,Crozet,Henley,Western Albemarle,111,1,0,0
2021,NA,Average,2327,Central Air,0,3,3,1,7,0.044,75000,299000,374000,369020,05/19/2021,Crozet,Henley,Western Albemarle,111,1,0,0
2021,NA,Average,2103,Central Air,0,3,3,1,7,0.043,75000,272800,347800,315910,04/23/2021,Crozet,Henley,Western Albemarle,111,1,0,0
2021,NA,Average,2113,Central Air,0,3,3,1,6,0.043,75000,273700,348700,330647,04/28/2021,Crozet,Henley,Western Albemarle,111,1,0,0
2021,NA,Average,2327,Central Air,0,4,3,1,7,0.06,82500,303600,386100,410000,04/06/2022,Crozet,Henley,Western Albemarle,111,1,0,0
2020,NA,Average,2303,Central Air,0,3,2,1,7,0.101,82500,361400,443900,428600,04/23/2021,Crozet,Henley,Western Albemarle,111,2,0,0
2020,NA,Average,1724,Central Air,0,3,2,1,6,0.081,75000,293900,368900,379900,01/08/2021,Crozet,Henley,Western Albemarle,111,2,0,0
2020,NA,Average,2108,Central Air,0,3,2,1,6,0.081,75000,331800,406800,398444,03/26/2021,Crozet,Henley,Western Albemarle,111,2,0,0
2020,NA,Average,2138,Central Air,1,3,2,1,6,0.124,82500,370600,453100,544006,09/24/2020,Crozet,Henley,Western Albemarle,111,2,0,1
2020,NA,Average,2122,Central Air,1,3,2,1,6,0.131,82500,368500,451000,447180,03/30/2021,Crozet,Henley,Western Albemarle,111,2,0,1
2020,NA,Average,2172,Central Air,0,3,2,1,6,0.08,75000,338300,413300,419900,04/30/2021,Crozet,Henley,Western Albemarle,111,2,0,0
2020,NA,Average,1803,Central Air,NA,3,2,1,6,0.078,75000,308300,383300,422389,05/28/2021,Crozet,Henley,Western Albemarle,111,2,0,NA
2020,NA,Average,2303,Central Air,0,3,2,1,7,0.095,82500,354900,437400,449627,12/02/2020,Crozet,Henley,Western Albemarle,111,2,0,0
1935,NA,Average,1844,Central Air,2,4,2,0,7,0.96,154000,314750,468750,90000,05/05/1994,Brownsville,Henley,Western Albemarle,111,87,0,1
1930,2006,Average,2871,Central Air,0,4,3,0,8,0.841,147000,356800,503800,60000,11/15/2004,Brownsville,Henley,Western Albemarle,111,92,1,0
1910,1948,Fair,3327,No Central Air,2,4,3,1,7,1.17,161000,393400,554400,0,12/30/1899,Brownsville,Henley,Western Albemarle,111,112,1,1
1900,NA,Average,1291,No Central Air,1,2,1,0,4,8.08,722400,147700,870100,0,04/22/2011,Brownsville,Henley,Western Albemarle,111,122,0,1
1754,NA,Fair,2446,No Central Air,1,4,2,0,7,1.28,234300,258700,493000,0,04/22/2011,Brownsville,Henley,Western Albemarle,111,268,0,1
1900,1960,Average,3008,Central Air,1,4,2,0,8,2,253200,371300,624500,0,01/28/2013,Brownsville,Henley,Western Albemarle,111,122,1,1
1905,1957,Average,2280,Central Air,0,3,2,0,7,0.978,154000,242300,396300,0,09/21/2021,Brownsville,Henley,Western Albemarle,111,117,1,0
1900,NA,Fair,2418,Central Air,2,4,3,0,7,0.756,140000,222600,362600,0,02/23/2010,Brownsville,Henley,Western Albemarle,111,122,0,1
1930,1960,Average,2276,Central Air,1,3,2,1,6,0.742,120400,269700,390100,275000,01/16/2018,Crozet,Henley,Western Albemarle,111,92,1,1
1977,NA,Average,2490,Central Air,1,4,3,0,8,0.357,70000,311100,381100,229000,03/26/2004,Crozet,Henley,Western Albemarle,111,45,0,1
1905,NA,Average,2508,Central Air,0,3,2,1,6,0.464,303200,280900,584100,685000,08/12/2021,Crozet,Henley,Western Albemarle,111,117,0,0
1940,NA,Average,2742,Central Air,1,3,3,1,5,0.803,437200,345300,782500,790000,05/20/2021,Crozet,Henley,Western Albemarle,111,82,0,1
1754,NA,Average,1320,No Central Air,0,2,1,0,4,0.32,77000,86000,163000,0,04/06/2021,Crozet,Henley,Western Albemarle,111,268,0,0
1754,NA,Average,984,No Central Air,1,3,1,0,5,0.33,77000,66300,143300,5000,12/30/1899,Crozet,Henley,Western Albemarle,111,268,0,1
1956,NA,Average,1860,Central Air,2,3,2,0,7,0.606,162000,267400,429400,0,07/19/2007,Crozet,Henley,Western Albemarle,111,66,0,1
1958,NA,Fair,1486,Central Air,1,3,2,1,6,0.536,154000,165400,319400,312000,05/13/2021,Crozet,Henley,Western Albemarle,111,64,0,1
1963,2012,Good,2071,Central Air,2,3,2,0,7,0.449,144000,266500,410500,208500,12/20/2010,Crozet,Henley,Western Albemarle,111,59,1,1
1965,NA,Average,1400,No Central Air,0,6,2,1,10,1.204,206100,210400,416500,139000,07/12/2017,Crozet,Henley,Western Albemarle,111,57,0,0
1957,NA,Fair,1800,No Central Air,0,5,2,1,10,2.343,300300,181700,482000,0,10/30/2002,Crozet,Henley,Western Albemarle,111,65,0,0
1900,NA,Poor,871,No Central Air,0,2,1,0,5,0.328,77000,43000,120000,252500,02/02/2005,Crozet,Henley,Western Albemarle,111,122,0,0
1987,NA,Good,912,No Central Air,0,2,1,0,5,0.39,83700,110200,193900,155000,12/06/2010,Crozet,Henley,Western Albemarle,111,35,0,0
1956,2020,Excellent,1142,Central Air,1,3,2,0,8,0.283,71600,136500,208100,275000,07/14/2020,Crozet,Henley,Western Albemarle,111,66,1,1
1910,NA,Average,1034,No Central Air,0,2,1,0,4,0.267,70200,81600,151800,0,08/21/2020,Crozet,Henley,Western Albemarle,111,112,0,0
1907,NA,Average,1640,Central Air,1,3,2,0,5,0.335,81000,143600,224600,190000,11/29/2018,Crozet,Henley,Western Albemarle,111,115,0,1
1945,NA,Average,1056,No Central Air,1,3,2,0,5,0.64,108000,110600,218600,0,11/16/2006,Crozet,Henley,Western Albemarle,111,77,0,1
1948,NA,Very Poor,1184,No Central Air,0,2,1,0,5,0.91,128300,27800,156100,30000,12/02/1996,Crozet,Henley,Western Albemarle,111,74,0,0
1960,NA,Average,832,No Central Air,0,2,1,0,4,0.71,113400,71700,185100,95000,06/29/2020,Crozet,Henley,Western Albemarle,111,62,0,0
2006,NA,Average,768,Central Air,0,2,1,0,5,0.35,79700,105800,185500,70000,03/02/2006,Crozet,Henley,Western Albemarle,111,16,0,0
1754,NA,Poor,1152,No Central Air,0,2,1,0,5,0,98600,43100,141700,0,04/06/2021,Crozet,Henley,Western Albemarle,111,268,0,0
1754,NA,Fair,743,No Central Air,1,1,1,0,3,0.46,91800,40200,132000,0,04/16/1998,Crozet,Henley,Western Albemarle,111,268,0,1
1971,2017,Excellent,987,Central Air,0,3,1,0,5,0.894,121500,121300,242800,205000,11/02/2017,Crozet,Henley,Western Albemarle,111,51,1,0
1900,NA,Fair,1116,Central Air,0,3,1,0,5,0.92,129600,61300,190900,80000,10/27/2000,Crozet,Henley,Western Albemarle,111,122,0,0
1930,NA,Average,1620,No Central Air,0,4,1,0,7,1.106,141800,129800,271600,165000,09/01/2006,Crozet,Henley,Western Albemarle,111,92,0,0
1910,NA,Poor,644,No Central Air,0,1,1,0,3,0.611,105300,36800,142100,89000,08/24/2004,Crozet,Henley,Western Albemarle,111,112,0,0
1988,NA,Good,912,Central Air,0,3,1,0,5,0.681,106400,70000,176400,95000,01/11/2013,Crozet,Henley,Western Albemarle,111,34,0,0
1971,NA,Average,1128,No Central Air,1,3,1,1,5,0.92,129600,114500,244100,120000,10/10/2014,Crozet,Henley,Western Albemarle,111,51,0,1
1930,NA,Average,1128,Central Air,0,3,1,0,6,0.525,97200,105400,202600,150000,08/17/2012,Crozet,Henley,Western Albemarle,111,92,0,0
1952,NA,Average,1478,No Central Air,1,2,1,0,5,1.05,126000,107300,233300,0,09/29/2021,Crozet,Henley,Western Albemarle,111,70,0,1
1930,NA,Fair,1184,Central Air,0,4,1,0,6,0.504,94500,97900,192400,0,03/30/2021,Crozet,Henley,Western Albemarle,111,92,0,0
1925,1987,Poor,1706,No Central Air,0,3,2,0,6,0.64,100800,63300,164100,0,03/30/2021,Crozet,Henley,Western Albemarle,111,97,1,0
1952,NA,Average,1532,No Central Air,1,4,2,1,7,0.45,94500,168000,262500,0,03/30/2021,Crozet,Henley,Western Albemarle,111,70,0,1
1954,1977,Average,1778,Central Air,1,4,2,0,7,0.45,94500,155700,250200,0,03/30/2021,Crozet,Henley,Western Albemarle,111,68,1,1
1754,NA,Fair,1044,No Central Air,0,1,1,0,4,0.138,105200,51500,156700,0,04/08/1985,Crozet,Henley,Western Albemarle,111,268,0,0
1754,NA,Fair,704,No Central Air,0,1,1,0,2,0.276,180300,38200,218500,0,04/08/1985,Crozet,Henley,Western Albemarle,111,268,0,0
1906,2012,Good,2614,Central Air,0,3,2,1,7,0.615,164000,481400,645400,510000,11/06/2015,Crozet,Henley,Western Albemarle,111,116,1,0
1972,NA,Average,1755,Central Air,1,3,2,0,7,0.36,130000,268800,398800,422500,06/29/2021,Crozet,Henley,Western Albemarle,111,50,0,1
1969,NA,Average,1716,Central Air,2,3,3,1,6,0.65,168000,231000,399000,285000,07/18/2012,Crozet,Henley,Western Albemarle,111,53,0,1
1967,NA,Average,2148,Central Air,1,3,3,0,6,0.42,140000,291900,431900,0,12/30/1899,Crozet,Henley,Western Albemarle,111,55,0,1
1948,NA,Average,848,No Central Air,0,2,1,0,3,0.57,91000,87300,178300,0,06/17/2020,Crozet,Henley,Western Albemarle,111,74,0,0
1965,NA,Average,1363,Central Air,1,4,2,1,10,0.51,77000,210300,287300,0,10/01/1996,Crozet,Henley,Western Albemarle,111,57,0,1
1952,NA,Average,1155,No Central Air,2,3,2,0,6,0.51,91000,212300,303300,0,10/31/2006,Crozet,Henley,Western Albemarle,111,70,0,1
1946,NA,Fair,2141,Central Air,1,4,2,0,7,0.52,91000,201900,292900,105000,10/21/1992,Crozet,Henley,Western Albemarle,111,76,0,1
1988,NA,Average,1456,Central Air,0,3,2,0,6,0.51,91000,215000,306000,10000,04/25/1988,Crozet,Henley,Western Albemarle,111,34,0,0
1997,NA,Average,2244,Central Air,1,4,2,1,7,0.554,91000,264200,355200,152000,09/02/1997,Crozet,Henley,Western Albemarle,111,25,0,1
1952,NA,Fair,918,No Central Air,0,2,1,0,5,0,91000,66600,157600,135800,09/22/2015,Crozet,Henley,Western Albemarle,111,70,0,0
1954,NA,Average,1080,No Central Air,0,3,1,0,5,0,91000,168100,259100,0,06/22/2016,Crozet,Henley,Western Albemarle,111,68,0,0
2016,NA,Average,1568,Central Air,1,3,2,0,6,0,91000,235400,326400,0,11/24/2015,Crozet,Henley,Western Albemarle,111,6,0,1
1954,NA,Average,1316,Central Air,0,3,1,0,6,0,91000,108600,199600,0,07/05/1990,Crozet,Henley,Western Albemarle,111,68,0,0
1957,NA,Average,1615,Central Air,1,5,2,1,8,0,91000,203300,294300,200000,07/27/2012,Crozet,Henley,Western Albemarle,111,65,0,1
1962,NA,Average,1428,Central Air,0,3,2,0,6,0,91000,193700,284700,0,09/03/1987,Crozet,Henley,Western Albemarle,111,60,0,0
1952,NA,Average,1963,No Central Air,1,3,1,1,6,0.51,91000,216400,307400,0,06/16/2008,Crozet,Henley,Western Albemarle,111,70,0,1
1951,2017,Excellent,1467,Central Air,0,4,2,0,7,0,91000,197000,288000,339000,02/22/2019,Crozet,Henley,Western Albemarle,111,71,1,0
1947,NA,Average,1460,No Central Air,0,4,1,0,7,0.51,91000,126500,217500,82500,08/10/1994,Crozet,Henley,Western Albemarle,111,75,0,0
1951,NA,Average,1476,No Central Air,0,3,2,0,6,0,91000,121900,212900,0,02/09/2022,Crozet,Henley,Western Albemarle,111,71,0,0
1950,NA,Average,728,No Central Air,0,2,1,0,4,0.51,91000,71300,162300,110000,06/04/2004,Crozet,Henley,Western Albemarle,111,72,0,0
1951,NA,Average,1279,Central Air,0,3,1,0,6,0,91000,113300,204300,0,03/12/2021,Crozet,Henley,Western Albemarle,111,71,0,0
1958,NA,Average,1219,Central Air,1,3,1,0,5,0,91000,156200,247200,250000,10/27/2005,Crozet,Henley,Western Albemarle,111,64,0,1
1951,NA,Average,1414,Central Air,0,3,2,0,5,0,91000,169500,260500,17500,12/30/1899,Crozet,Henley,Western Albemarle,111,71,0,0
1947,NA,Fair,993,Central Air,0,2,1,0,5,0.505,91000,78400,169400,185000,09/11/2018,Crozet,Henley,Western Albemarle,111,75,0,0
1960,NA,Average,970,No Central Air,1,3,1,0,5,0,91000,113000,204000,0,12/30/1899,Crozet,Henley,Western Albemarle,111,62,0,1
1948,1968,Fair,1272,No Central Air,0,3,1,0,6,0.51,91000,117600,208600,179000,02/22/2017,Crozet,Henley,Western Albemarle,111,74,1,0
1953,NA,Average,1470,Central Air,1,3,2,0,7,0,91000,181700,272700,0,12/05/2011,Crozet,Henley,Western Albemarle,111,69,0,1
1955,NA,Average,1323,Central Air,0,3,1,0,7,0,91000,213200,304200,287000,09/28/2016,Crozet,Henley,Western Albemarle,111,67,0,0
1950,NA,Average,1170,Central Air,1,3,1,0,6,0,91000,89100,180100,200000,08/05/2015,Crozet,Henley,Western Albemarle,111,72,0,1
1977,NA,Average,1008,No Central Air,0,3,1,1,5,0,91000,122600,213600,118000,08/29/2001,Crozet,Henley,Western Albemarle,111,45,0,0
1956,1984,Average,1220,No Central Air,0,3,1,0,6,0,91000,103900,194900,169400,05/11/2005,Crozet,Henley,Western Albemarle,111,66,1,0
1964,NA,Average,1036,Central Air,1,3,1,0,5,0,91000,149100,240100,239900,03/22/2019,Crozet,Henley,Western Albemarle,111,58,0,1
1955,2018,Good,1265,Central Air,0,2,1,0,5,0,91000,167200,258200,245900,07/02/2020,Crozet,Henley,Western Albemarle,111,67,1,0
1960,NA,Average,960,No Central Air,0,3,2,0,5,0.505,91000,118100,209100,95000,09/30/1999,Crozet,Henley,Western Albemarle,111,62,0,0
1976,NA,Average,1056,Central Air,0,3,2,0,6,0,117600,155400,273000,335000,11/12/2021,Crozet,Henley,Western Albemarle,111,46,0,0
1962,NA,Average,1032,Central Air,0,3,1,0,6,0,91000,146200,237200,56000,07/17/1985,Crozet,Henley,Western Albemarle,111,60,0,0
1963,NA,Average,1440,Central Air,1,4,2,0,7,0,91000,218500,309500,0,04/16/2014,Crozet,Henley,Western Albemarle,111,59,0,1
1950,NA,Average,1248,Central Air,1,3,1,0,6,0,91000,130400,221400,0,11/15/1993,Crozet,Henley,Western Albemarle,111,72,0,1
1951,NA,Average,1302,No Central Air,1,2,1,0,5,0,91000,131200,222200,0,12/30/1899,Crozet,Henley,Western Albemarle,111,71,0,1
1955,1987,Average,1654,Central Air,0,3,2,0,5,0,91000,226300,317300,296800,06/04/2007,Crozet,Henley,Western Albemarle,111,67,1,0
1952,NA,Average,1144,No Central Air,0,2,1,0,4,0,91000,123400,214400,164439,04/24/2019,Crozet,Henley,Western Albemarle,111,70,0,0
